setid,"Temperature, K",Mole fraction of triethanolamine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vuEdl,293.15,0.393,100,1235,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.501,100,1216,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.6,100,1200,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.692,100,1184,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.778,100,1168,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.857,100,1152,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.931,100,1138,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.966,100,1131,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.98,100,1127,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.993,100,1124,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,0.994,100,1125,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,293.15,1,100,1122,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.393,100,1231,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.501,100,1212,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.6,100,1197,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.692,100,1181,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.778,100,1165,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.857,100,1149,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.931,100,1135,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.966,100,1128,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.98,100,1124,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.993,100,1121,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,0.994,100,1122,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,298.15,1,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.393,100,1227,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.501,100,1208,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.6,100,1193,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.692,100,1177,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.778,100,1162,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.857,100,1146,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.931,100,1132,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.966,100,1125,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.98,100,1121,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
vuEdl,303.15,0.993,100,1119,Nordness et al. (2021),Density,Liquid,AAcjhv,OCCN(CCO)CCO,triethanolamine,AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
