setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GPxKg,298.15,0,101,1095,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.0111,101,1096,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.0341,101,1097,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.0713,101,1098,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.1122,101,1099,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.1731,101,1098,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.2433,101,1097,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.3032,101,1096,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.3705,101,1094,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
GPxKg,298.15,0.4746,101,1091,Govinda et al. (2011b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
