setid,"Temperature, K","Pressure, kPa",Mole fraction of methyltriphenylphosphonium bromide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NZYxh,298.15,101,0.2,1232.6,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,308.15,101,0.2,1225.6,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,318.15,101,0.2,1218.5,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,328.15,101,0.2,1211.4,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,338.15,101,0.2,1204.3,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,348.15,101,0.2,1197.2,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
NZYxh,358.15,101,0.2,1190,Kareem et al. (2010),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",ABQkxU,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],methyltriphenylphosphonium bromide,,,
