setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YHNas,288.15,0.0317,100,1000.7,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.0585,100,1002.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.073,100,1002.8,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.0916,100,1003.7,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.114,100,1004.8,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.1319,100,1005.7,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.1508,100,1006.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.1706,100,1007.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,288.15,0.191,100,1008.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.0317,100,998.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.0585,100,999.9,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.073,100,1000.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.0916,100,1001.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.114,100,1002.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.1319,100,1003.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.1508,100,1004.4,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.1706,100,1005.3,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,298.15,0.191,100,1006.3,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.0317,100,995.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.0585,100,996.8,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.073,100,997.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.0916,100,998.4,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.114,100,999.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.1319,100,1000.3,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.1508,100,1001.2,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.1706,100,1002.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,308.15,0.191,100,1003.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.0317,100,991.7,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.0585,100,993,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.073,100,993.6,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.0916,100,994.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.114,100,995.5,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.1319,100,996.4,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.1508,100,997.2,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.1706,100,998.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
YHNas,318.15,0.191,100,999.1,Shekaari et al. (2015c),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
