setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jYkLc,100,298.15,1009.3,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,308.15,1002.8,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,318.15,996.3,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,328.15,989.9,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,338.15,983.5,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,348.15,977.2,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,100,358.15,970.9,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,298.15,1011.6,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,308.15,1005.2,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,318.15,998.9,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,328.15,992.6,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,338.15,986.4,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,348.15,980.1,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,5000,358.15,974,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,298.15,1014.1,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,308.15,1007.7,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,318.15,1001.5,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,328.15,995.2,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,338.15,989.1,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,348.15,983,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,10000,358.15,977,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,298.15,1016.4,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,308.15,1010.1,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,318.15,1004,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,328.15,997.9,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,338.15,991.8,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,348.15,985.9,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,15000,358.15,980,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,20000,298.15,1018.7,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
jYkLc,20000,308.15,1012.5,Talavera-Prieto et al. (2014),Density,Liquid,AAiEQh,CCCCC(=O)[O-].C[NH2+]CCO,2-hydroxy-N-methylethanaminium pentanoate,,,,,,
