setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of propanoic acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KWzEf,293.15,0.2712,0.494,100,1099,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.2747,0.1802,100,1099,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.3201,0.573,100,1116,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.372,0.3085,100,1126,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.4214,0.2157,100,1118,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.4305,0.5233,100,1136,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.4459,0.4018,100,1118,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.5107,0.3258,100,1150,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.5815,0.2256,100,1139,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.5951,0.3412,100,1157,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.6722,0.1106,100,1145,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.6843,0.2408,100,1161,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.7903,0.12,100,1162,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,293.15,0.8572,0.0485,100,1191,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0378,0.6101,100,1005,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0485,0.4975,100,1026,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0593,0.3848,100,1010,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0692,0.2816,100,1023,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0782,0.1901,100,1022,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.0877,0.0898,100,1038,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.1117,0.6723,100,1009,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.1377,0.8164,100,1035,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.1912,0.4374,100,1039,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.2245,0.3408,100,1056,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.2712,0.494,100,1091,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.2747,0.1802,100,1089,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.3201,0.573,100,1108,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.372,0.3085,100,1118,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.4214,0.2157,100,1109,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.4305,0.5233,100,1128,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.4459,0.4018,100,1108,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.5107,0.3258,100,1142,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.5815,0.2256,100,1131,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.5951,0.3412,100,1147,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.6722,0.1106,100,1137,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.6843,0.2408,100,1153,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.7903,0.12,100,1154,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,303.15,0.8572,0.0485,100,1184,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0378,0.6101,100,994.5,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0485,0.4975,100,1017.1,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0593,0.3848,100,1000.1,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0692,0.2816,100,1013.8,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0782,0.1901,100,1013.3,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.0877,0.0898,100,1029.7,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.1117,0.6723,100,998.1,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.1377,0.8164,100,1027.2,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.1912,0.4374,100,1029.4,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.2245,0.3408,100,1046.4,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.2712,0.494,100,1082.1,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.2747,0.1802,100,1078,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.3201,0.573,100,1099.5,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.372,0.3085,100,1109.6,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.4214,0.2157,100,1098.8,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.4305,0.5233,100,1119.7,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.4459,0.4018,100,1097,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.5107,0.3258,100,1134.6,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.5815,0.2256,100,1121.3,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.5951,0.3412,100,1137,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.6722,0.1106,100,1129.2,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.6843,0.2408,100,1145.5,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.7903,0.12,100,1146.5,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,313.15,0.8572,0.0485,100,1176.2,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0378,0.6101,100,984,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0485,0.4975,100,1008,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0593,0.3848,100,990,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0692,0.2816,100,1005,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0782,0.1901,100,1004,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.0877,0.0898,100,1021,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.1117,0.6723,100,988,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.1377,0.8164,100,1017,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.1912,0.4374,100,1019,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.2245,0.3408,100,1036,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.2712,0.494,100,1074,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.2747,0.1802,100,1068,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.3201,0.573,100,1091,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.372,0.3085,100,1102,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.4214,0.2157,100,1088,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
KWzEf,323.15,0.4305,0.5233,100,1112,Masilo et al. (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
