setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EiJdo,293.15,0,101,805.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.0533,101,877.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.1058,101,938.8,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.2081,101,1036.2,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.2992,101,1104.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.4044,101,1167.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.4926,101,1211.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.5943,101,1254.1,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.7085,101,1293.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.8093,101,1323.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.9013,101,1348.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,0.9491,101,1359.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,293.15,1,101,1371.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0,101,799.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.0533,101,872.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.1058,101,934,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.2081,101,1031.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.2992,101,1099.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.4044,101,1163.2,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.4926,101,1207.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
EiJdo,298.15,0.5943,101,1250.1,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
