setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xiXtE,298.15,0,101.3,1371.9,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.0406,101.3,1366.3,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.1017,101.3,1357.1,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.1756,101.3,1344.8,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.2693,101.3,1326.8,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.3963,101.3,1296.4,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.4944,101.3,1266.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.608,101.3,1221.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.7013,101.3,1171.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.8,101.3,1098.4,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.8986,101.3,989,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,0.9422,101.3,920.8,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,298.15,1,101.3,799.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0,101.3,1358.2,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.0406,101.3,1352.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.1017,101.3,1343.3,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.1756,101.3,1331,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.2693,101.3,1312.9,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.3963,101.3,1282.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.4944,101.3,1252.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.608,101.3,1207.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.7013,101.3,1157.7,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.8,101.3,1084.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.8986,101.3,975.7,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,0.9422,101.3,907.9,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,313.15,1,101.3,787.4,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0,101.3,1344.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.0406,101.3,1338.9,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.1017,101.3,1329.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.1756,101.3,1317.3,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.2693,101.3,1299.1,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.3963,101.3,1268.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.4944,101.3,1238.6,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.608,101.3,1193.5,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.7013,101.3,1143.9,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
xiXtE,328.15,0.8,101.3,1070.7,Gonzalez et al. (2012a),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
