setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CTSLe,283.15,0.05926,100,979.9,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.10168,100,996.8,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.19295,100,1030.2,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.29252,100,1062.5,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.39893,100,1092.7,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.49716,100,1117.5,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.57606,100,1135.6,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.69769,100,1160.7,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.79146,100,1177.9,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
CTSLe,283.15,0.89778,100,1195.6,Trenzado et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
