setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tmVVB,293.15,0,101.3,998.2,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.0246,101.3,999.4,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.0456,101.3,1000.5,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.0526,101.3,1000.8,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.0891,101.3,1002.7,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.1031,101.3,1003.4,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.1249,101.3,1004.5,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.1727,101.3,1006.9,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.1863,101.3,1007.5,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
tmVVB,293.15,0.1892,101.3,1007.6,Patil et al. (2019),Density,Liquid,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",AADYJk,O,water,,,
