setid,"MolaRity of water, mol/dm3","MolaRity of tetrapropylammonium bromide, mol/dm3","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
crVbM,0.72706,0.48924,298,101.325,1035.4,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.73172,0.48768,298,101.325,1035.2,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.74626,0.45075,298,101.325,1034.6,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.74946,0.5623,298,101.325,1038,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.75104,0.43891,298,101.325,1034.4,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.75351,0.55067,298,101.325,1037.9,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.76809,0.51221,298,101.325,1037.2,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
crVbM,0.77299,0.49736,298,101.325,1037,Pepela and Dunlop (1972),Density,Liquid,AARGRk,NCCC(=O)O,3-aminopropanoic acid,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,AADYJk,O,water
