setid,"Temperature, K","Pressure, kPa",Solvent: Mole fraction of benzyl(2-hydroxyethyl)dimethylammonium chloride,Weight fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CJVhh,293.15,101,0.5,0.0955,1262,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,298.15,101,0.5,0.0955,1260,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,303.15,101,0.5,0.0955,1257,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,308.15,101,0.5,0.0955,1255,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,313.15,101,0.5,0.0955,1252,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,318.15,101,0.5,0.0955,1249,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,323.15,101,0.5,0.0955,1246,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,328.15,101,0.5,0.0955,1243,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,333.15,101,0.5,0.0955,1240,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,338.15,101,0.5,0.0955,1237,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,343.15,101,0.5,0.0955,1234,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,348.15,101,0.5,0.0955,1231,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
CJVhh,353.15,101,0.5,0.0955,1228,Florindo et al. (2017),Density,Liquid,AAihdN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,D-mannose,AApZeG,C[N+](C)(CCO)Cc1ccccc1.[Cl-],benzyl(2-hydroxyethyl)dimethylammonium chloride,AADYJk,O,water
