setid,"Temperature, K","Weight fraction of ammonium 2-hydroxypropane-1,2,3-tricarboxylate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DqoQg,298.15,0.063923,101,1058.6,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.086098,101,1063.3,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.142903,101,1080.4,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.178998,101,1093.1,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.241735,101,1113.1,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.34858,101,1160.8,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,298.15,0.498785,101,1226.2,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,308.15,0.056711,101,1060.8,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,308.15,0.102919,101,1069.6,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
DqoQg,308.15,0.158016,101,1083.6,Han et al. (2010a),Density,Liquid mixture 2,Liquid mixture 1,,20,AAuowU,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",AADYJk,O,water
