setid,"Temperature, K","MolaLity of tetraethylammonium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aZoHg,303.15,0.4996,100,801.288,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,303.15,0.6002,100,806.609,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,303.15,0.6994,100,811.646,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,303.15,0.8008,100,816.625,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,303.15,0.9014,100,821.371,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,303.15,1,100,825.836,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.1028,100,772.794,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.2025,100,779.013,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.2994,100,784.796,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.4012,100,790.632,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.4996,100,796.074,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.6002,100,801.441,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.6994,100,806.522,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.8008,100,811.546,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,0.9014,100,816.335,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,308.15,1,100,820.843,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.1028,100,767.355,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.2025,100,773.623,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.2994,100,779.453,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.4012,100,785.339,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.4996,100,790.828,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.6002,100,796.243,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.6994,100,801.371,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.8008,100,806.442,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,0.9014,100,811.277,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,313.15,1,100,815.829,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.1028,100,761.888,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.2025,100,768.211,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.2994,100,774.092,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.4012,100,780.027,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.4996,100,785.563,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.6002,100,791.023,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.6994,100,796.193,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.8008,100,801.306,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,0.9014,100,806.18,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,318.15,1,100,810.767,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.1028,100,756.386,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.2025,100,762.764,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.2994,100,768.695,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.4012,100,774.681,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.4996,100,780.265,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.6002,100,785.773,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.6994,100,790.988,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.8008,100,796.146,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,0.9014,100,801.062,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
aZoHg,323.15,1,100,805.689,Zhao et al. (2021a),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
