setid,"Temperature, K",Mole fraction of 1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WYElD,288.15,0.2,101,975.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.2999,101,1025.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.4,101,1062.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.5001,101,1091.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.5998,101,1112,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.7002,101,1127.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.8001,101,1140.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,0.8985,101,1150.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,288.15,1,101,1159.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0,101,785.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.1001,101,898.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.2,101,972.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.2999,101,1022.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.4,101,1059.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.5001,101,1088,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.5998,101,1108.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.7002,101,1124.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.8001,101,1137.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,0.8985,101,1147.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,293.15,1,101,1156.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0,101,781.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.1001,101,894.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.2,101,968.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.2999,101,1019.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.4,101,1056.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.5001,101,1084.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.5998,101,1105.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.7002,101,1121.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.8001,101,1134.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,0.8985,101,1145,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,298.15,1,101,1153.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0,101,777,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.1001,101,891.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.2,101,965.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.2999,101,1016.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.4,101,1053.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.5001,101,1081.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.5998,101,1102.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.7002,101,1118.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.8001,101,1131.5,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,0.8985,101,1142,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,303.15,1,101,1150.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0,101,772.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.1001,101,887.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.2,101,962.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.2999,101,1013.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.4,101,1050.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.5001,101,1078.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.5998,101,1099.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.7002,101,1116,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.8001,101,1128.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,0.8985,101,1139,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,308.15,1,101,1147.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0,101,768.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.1001,101,884,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.2,101,959.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.2999,101,1009.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.4,101,1046.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.5001,101,1075.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.5998,101,1096.8,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.7002,101,1113.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.8001,101,1125.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,0.8985,101,1136.2,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,313.15,1,101,1144.9,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0,101,763.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.1001,101,880.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.2,101,955.6,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.2999,101,1006.4,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.4,101,1043.7,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.5001,101,1072.3,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
WYElD,318.15,0.5998,101,1094.1,Yang et al. (2019b),Density,Liquid,ABIhVd,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),AALcwx,CC(C)O,propan-2-ol,,,
