setid,"Temperature, K","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WKXic,288.15,0.4492,101,1019.46,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,0.6269,101,1026.78,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,0.8614,101,1035.74,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,1.0007,101,1040.64,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,1.321,101,1051.1,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,1.7388,101,1063.06,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,288.15,2.0867,101,1071.8,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0042,101,998.411,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0048,101,998.432,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0067,101,998.518,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0081,101,998.579,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0139,101,998.85,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0295,101,999.592,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0369,101,999.946,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.0487,101,1000.5,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.064,101,1001.21,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.073,101,1001.62,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.094,101,1002.6,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.1183,101,1003.71,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.1423,101,1004.81,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.1639,101,1005.77,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.2206,101,1008.31,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.2581,101,1009.94,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.3034,101,1011.93,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.3543,101,1014.08,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.3874,101,1015.53,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.4492,101,1018.13,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.6269,101,1025.28,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,0.8614,101,1034.03,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,1.0007,101,1038.8,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,1.321,101,1049.03,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,1.7388,101,1060.74,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,293.15,2.0867,101,1069.4,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0042,101,997.246,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0048,101,997.266,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0067,101,997.351,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0081,101,997.413,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0139,101,997.679,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0295,101,998.405,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0369,101,998.754,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.0487,101,999.3,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.064,101,999.994,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.073,101,1000.4,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.094,101,1001.35,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.1183,101,1002.44,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.1423,101,1003.53,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.1639,101,1004.47,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.2206,101,1006.95,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.2581,101,1008.55,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.3034,101,1010.5,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.3543,101,1012.61,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.3874,101,1014.03,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.4492,101,1016.57,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.6269,101,1023.56,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,0.8614,101,1032.12,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,1.0007,101,1036.78,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,1.321,101,1046.8,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,1.7388,101,1058.31,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,298.15,2.0867,101,1066.8,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0042,101,995.843,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0048,101,995.864,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0067,101,995.948,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0081,101,996.006,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0139,101,996.267,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0295,101,996.983,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0369,101,997.324,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.0487,101,997.863,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.064,101,998.545,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.073,101,998.942,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.094,101,999.878,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.1183,101,1000.95,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.1423,101,1002.01,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.1639,101,1002.94,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.2206,101,1005.38,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.2581,101,1006.95,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.3034,101,1008.86,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.3543,101,1010.93,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.3874,101,1012.32,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
WKXic,303.15,0.4492,101,1014.81,Shekaari et al. (2008),Density,Liquid,AADYJk,O,water,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
