setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jKmVO,0,288.15,100,1197.7,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,293.15,100,1193.6,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,298.15,100,1190.1,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,303.15,100,1186.6,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,308.15,100,1183,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,313.15,100,1179.4,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,318.15,100,1176,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,323.15,100,1172.4,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0,328.15,100,1168.8,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,288.15,100,1196.9,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,293.15,100,1193.4,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,298.15,100,1189.8,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,303.15,100,1186.3,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,308.15,100,1182.7,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,313.15,100,1179.2,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,318.15,100,1175.7,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,323.15,100,1172.2,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.035,328.15,100,1168.5,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,288.15,100,1196.8,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,293.15,100,1193.2,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,298.15,100,1189.6,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,303.15,100,1186.1,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,308.15,100,1182.5,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,313.15,100,1179,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,318.15,100,1175.5,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,323.15,100,1172,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.057,328.15,100,1168.3,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,288.15,100,1196.6,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,293.15,100,1193,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,298.15,100,1189.5,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,303.15,100,1185.9,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,308.15,100,1182.3,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,313.15,100,1178.8,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,318.15,100,1175.3,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,323.15,100,1171.8,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.079,328.15,100,1168.1,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.102,288.15,100,1196.5,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.102,293.15,100,1192.9,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.102,298.15,100,1189.3,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
jKmVO,0.102,303.15,100,1185.7,Zhang et al. (2020a),Density,Liquid,AAxtnL,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-(2-methoxyethyl)-3-methylimidazolium threonine,AADYJk,O,water,,,
