setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TiMTS,0,288.15,100,1107.1,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,293.15,100,1103.6,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,298.15,100,1100.1,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,303.15,100,1096.6,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,308.15,100,1093.2,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,313.15,100,1089.7,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0,318.15,100,1086.2,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,288.15,100,1106.8,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,293.15,100,1103.3,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,298.15,100,1099.9,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,303.15,100,1096.4,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,308.15,100,1092.9,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,313.15,100,1089.4,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.0049,318.15,100,1085.9,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,288.15,100,1106.7,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,293.15,100,1103.2,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,298.15,100,1099.7,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,303.15,100,1096.2,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,308.15,100,1092.7,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,313.15,100,1089.2,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.00796,318.15,100,1085.7,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.01112,288.15,100,1106.5,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.01112,293.15,100,1103,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
TiMTS,0.01112,298.15,100,1099.5,Wang et al. (2022f),Density,Liquid,AApKPw,C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,1-(2-ethoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
