setid,"Temperature, K","Mole fraction of N,N-dimethylaniline","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ONUma,293.15,0.1,100,1418.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.2,100,1394.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.2993,100,1367.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.4001,100,1336.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.5005,100,1300.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.5993,100,1257.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.7,100,1204.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.7996,100,1140.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,0.8997,100,1059.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,293.15,1,100,956.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0,100,1435,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.1,100,1414.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.2,100,1390.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.2993,100,1363.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.4001,100,1331.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.5005,100,1295.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.5993,100,1252.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.7,100,1200.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.7996,100,1136.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,0.8997,100,1055.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,298.15,1,100,952.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0,100,1430.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.1,100,1409.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.2,100,1385.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.2993,100,1358.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.4001,100,1327.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.5005,100,1290.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.5993,100,1248.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.7,100,1195.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.7996,100,1131.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,0.8997,100,1051.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,303.15,1,100,948.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0,100,1425.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.1,100,1404.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.2,100,1380.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.2993,100,1353.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.4001,100,1322.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.5005,100,1286.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.5993,100,1243.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.7,100,1191.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.7996,100,1127.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,0.8997,100,1046.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,308.15,1,100,944.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0,100,1420.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.1,100,1399.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.2,100,1376.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.2993,100,1349.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.4001,100,1317.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.5005,100,1281.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.5993,100,1239.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.7,100,1186.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.7996,100,1123.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,0.8997,100,1042.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,313.15,1,100,940,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0,100,1415.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.1,100,1395.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.2,100,1371.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.2993,100,1344.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.4001,100,1313.3,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.5005,100,1277.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.5993,100,1234.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.7,100,1182.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.7996,100,1118.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,0.8997,100,1038.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,318.15,1,100,935.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0,100,1411.2,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
ONUma,323.15,0.1,100,1390.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
