setid,"Temperature, K","MolaLity of 2-acetoxybenzoic acid, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AQSta,288.15,0.11,0,101,793.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1114,0.1021,101,802.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1117,0.289,101,817.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1137,0.1997,101,809.6,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1394,0,101,795.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1395,0.1021,101,803.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1404,0.1997,101,811,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1414,0.289,101,819.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1695,0.289,101,820.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1702,0.1021,101,805.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1708,0,101,797.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.1709,0.1997,101,812.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2076,0,101,799.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2105,0.1997,101,814.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2107,0.1021,101,807.6,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2169,0.289,101,823.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2373,0.289,101,824.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2405,0.1021,101,809.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2437,0.1997,101,816.6,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2453,0,101,801.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2687,0.1021,101,810.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2705,0,101,802.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.273,0.289,101,826.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.2742,0.1997,101,818.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.299,0.1997,101,819.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.3006,0,101,804.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.3044,0.1021,101,812.6,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,288.15,0.3117,0.289,101,828.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0,0.1021,101,785.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0,0.1997,101,792.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0,0.289,101,801,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0402,0,101,779,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0402,0.1021,101,787.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0418,0.289,101,803.3,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0437,0.1997,101,795.1,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0796,0.289,101,805.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0802,0.1021,101,789.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0827,0.1997,101,797.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.0834,0,101,781.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.11,0,101,783,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1114,0.1021,101,791.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1117,0.289,101,807.1,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1137,0.1997,101,798.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1394,0,101,784.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1395,0.1021,101,793,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1404,0.1997,101,800.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1414,0.289,101,808.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1695,0.289,101,810.2,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1702,0.1021,101,794.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1708,0,101,786.4,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.1709,0.1997,101,802,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2076,0,101,788.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2105,0.1997,101,804.1,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2107,0.1021,101,796.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2169,0.289,101,812.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2373,0.289,101,813.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2405,0.1021,101,798.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2437,0.1997,101,805.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2453,0,101,790.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2687,0.1021,101,800,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2705,0,101,791.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.273,0.289,101,815.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.2742,0.1997,101,807.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.299,0.1997,101,808.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.3006,0,101,793.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.3044,0.1021,101,801.9,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,298.15,0.3117,0.289,101,817.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0,0.1021,101,774.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0,0.1997,101,782,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0,0.289,101,790.5,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0.0402,0,101,776.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0.0402,0.1021,101,776.8,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AQSta,308.15,0.0418,0.289,101,792.7,Shekaari et al. (2015e),Density,Liquid,AAihNG,CC(=O)Oc1ccccc1C(=O)O,2-acetoxybenzoic acid,AAHueB,CC#N,acetonitrile,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
