setid,"Temperature, K",Mole fraction of 1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aAFlU,308.15,0,101,771.3,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,308.15,0.0021,101,772.3,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,308.15,0.0032,101,772.9,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,308.15,0.0037,101,773.4,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,318.15,0,101,766.4,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,318.15,0.0026,101,765.3,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,318.15,0.0036,101,766.2,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
aAFlU,318.15,0.0044,101,766.8,Domanska et al. (2008d),Density,Liquid,AAGIBL,CO,methanol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
