setid,"Temperature, K",Mole fraction of butyltriethyl ammonium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ewqqJ,313.15,0.04,100,1049.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.06,100,1069.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.08,100,1084.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.105,100,1100.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.13,100,1111.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.16,100,1122.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.189,100,1129.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.22,100,1136.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,313.15,0.253,100,1141.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0,100,990.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.02,100,1021,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.04,100,1046.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.06,100,1065.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.08,100,1081.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.105,100,1096.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.13,100,1108,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.16,100,1118.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.189,100,1126.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.22,100,1132.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,318.15,0.253,100,1138.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0,100,987.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.02,100,1018.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.04,100,1042.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.06,100,1062,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.08,100,1077.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.105,100,1092.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.13,100,1104.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.16,100,1115,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.189,100,1122.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.22,100,1129.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,323.15,0.253,100,1134.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0,100,985.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.02,100,1015.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.04,100,1039.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.06,100,1059.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.08,100,1074.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.105,100,1089.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.13,100,1100.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.16,100,1111.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.189,100,1118.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.22,100,1125.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,328.15,0.253,100,1131.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0,100,983.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.02,100,1013,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.04,100,1036.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.06,100,1055.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.08,100,1070.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.105,100,1085.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.13,100,1096.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.16,100,1107.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.189,100,1115.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.22,100,1121.9,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,333.15,0.253,100,1127.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0,100,980.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.02,100,1010,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.04,100,1033.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.06,100,1052,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.08,100,1066.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.105,100,1081.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.13,100,1092.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.16,100,1103.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.189,100,1111.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.22,100,1118.2,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,338.15,0.253,100,1124,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0,100,978.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.02,100,1006.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.04,100,1029.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.06,100,1048.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.08,100,1063.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.105,100,1077.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.13,100,1089,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.16,100,1099.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.189,100,1107.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.22,100,1114.6,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,343.15,0.253,100,1120.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0,100,974.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.02,100,1003.4,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.04,100,1026.5,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.06,100,1044.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.08,100,1059.3,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.105,100,1073.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.13,100,1085.1,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.16,100,1096,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.189,100,1103.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.22,100,1110.8,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
ewqqJ,348.15,0.253,100,1116.7,Krolikowska et al. (2019b),Density,Liquid,AAtqNS,CCCC[N+](CC)(CC)CC.[Br-],butyltriethyl ammonium bromide,AADYJk,O,water,,,
