setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AKjLz,283.15,0.121,101,1144.2,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.257,101,1120,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.364,101,1097.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.471,101,1070.7,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.554,101,1046.1,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.673,101,1004.1,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.755,101,968.6,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,283.15,0.857,101,914.6,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.121,101,1140.8,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.257,101,1116.7,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.364,101,1094.1,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.471,101,1067.3,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.554,101,1042.7,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.673,101,1000.5,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.755,101,964.9,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,288.15,0.857,101,910.9,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.121,101,1137.6,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.257,101,1113.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.364,101,1090.7,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.471,101,1063.9,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.554,101,1039.2,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.673,101,997,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.755,101,961.3,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,293.15,0.857,101,907.1,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.121,101,1134.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.257,101,1110.2,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.364,101,1087.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.471,101,1060.5,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.554,101,1035.8,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.673,101,993.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.755,101,957.7,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,298.15,0.857,101,903.4,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.121,101,1131.2,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.257,101,1106.9,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.364,101,1084.1,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.471,101,1057,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.554,101,1032.3,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.673,101,989.8,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.755,101,954,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,303.15,0.857,101,899.6,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
AKjLz,308.15,0.121,101,1128,Mokhtarani et al. (2009b),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
