setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
pZpCF,303.15,0.6891,100,1.41,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,303.15,0.78,100,1.41,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,303.15,0.8899,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,303.15,0.9453,100,1.411,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,303.15,1,100,1.412,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0,100,1.379,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.0497,100,1.394,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.0888,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.1876,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.2982,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.3836,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.4908,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.5907,100,1.406,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.6891,100,1.407,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.78,100,1.408,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.8899,100,1.408,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,0.9453,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,313.15,1,100,1.409,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0,100,1.374,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.0497,100,1.39,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.0888,100,1.395,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.1876,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.2982,100,1.399,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.3836,100,1.4,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.4908,100,1.402,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.5907,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.6891,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.78,100,1.405,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.8899,100,1.406,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,0.9453,100,1.406,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,323.15,1,100,1.406,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0,100,1.37,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.0497,100,1.386,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.0888,100,1.392,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.1876,100,1.395,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.2982,100,1.396,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.3836,100,1.397,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.4908,100,1.398,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.5907,100,1.4,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.6891,100,1.401,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.78,100,1.402,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.8899,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,0.9453,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
pZpCF,333.15,1,100,1.404,Masilo and Bahadur (2021),Refractive index,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,,,,
