setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
aKHzF,279.902,82,632.8,1.4126,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,281.966,82,632.8,1.4106,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,283.724,82,632.8,1.4088,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,284.941,82,632.8,1.4073,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,285.795,82,632.8,1.4064,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,286.616,82,632.8,1.4052,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,287.131,82,632.8,1.4047,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,287.608,82,632.8,1.4038,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,288.004,82,632.8,1.4031,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,288.394,82,632.8,1.4025,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,288.762,82,632.8,1.4018,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,289.078,82,632.8,1.4011,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,289.37,82,632.8,1.4004,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,289.621,82,632.8,1.3998,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,289.859,82,632.8,1.3992,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,290.059,82,632.8,1.3987,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,290.218,82,632.8,1.3982,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,290.354,82,632.8,1.3977,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
aKHzF,290.453,82,632.8,1.3973,Zhang et al. (2016f),Refractive index,Liquid mixture 2,Liquid mixture 1,,41,AALcwx,CC(C)O,propan-2-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
