setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
dTZYj,298.15,0,100,1.40589,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.05126,100,1.40795,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.13023,100,1.40943,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.1589,100,1.40991,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.20478,100,1.41061,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.30401,100,1.41187,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.42946,100,1.41293,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.50467,100,1.41328,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.58876,100,1.41341,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.69506,100,1.41319,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.80275,100,1.41253,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.85128,100,1.41208,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.9019,100,1.41153,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,0.95342,100,1.41086,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,298.15,1,100,1.40996,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0,100,1.40173,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.05126,100,1.40391,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.13023,100,1.40558,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.1589,100,1.40612,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.20478,100,1.40693,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.30401,100,1.4084,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.42946,100,1.40969,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
dTZYj,308.15,0.50467,100,1.41016,Reddy et al. (2016b),Refractive index,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
