setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
KWRMY,288.15,0.0066,100,1.5071,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,288.15,0.0097,100,1.5067,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,288.15,0.0119,100,1.5064,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,288.15,0.0141,100,1.5061,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,288.15,0.0165,100,1.5058,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,293.15,0.0066,100,1.5056,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,293.15,0.0097,100,1.5053,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,293.15,0.0119,100,1.505,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,293.15,0.0141,100,1.5047,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,293.15,0.0165,100,1.5044,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,298.15,0.0066,100,1.504,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,298.15,0.0097,100,1.5037,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,298.15,0.0119,100,1.5034,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,298.15,0.0141,100,1.5032,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,298.15,0.0165,100,1.5028,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,303.15,0.0066,100,1.5024,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,303.15,0.0097,100,1.5021,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,303.15,0.0119,100,1.5017,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,303.15,0.0141,100,1.5015,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,303.15,0.0165,100,1.5012,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,308.15,0.0066,100,1.5009,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,308.15,0.0097,100,1.5006,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
KWRMY,308.15,0.0119,100,1.5003,Zhang et al. (2017e),Refractive index,Liquid,ABAJtl,CCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1-pentyl-3-methylimidazolium DL-threoninate,AADYJk,O,water,,,,
