setid,"Temperature, K","Mole fraction of 4,6-dimethyldibenzo[b,d]thiophene","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mnPsY,313.2,0.0007,95,1.475,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,3,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium ethyl sulfate
mnPsY,313.2,0.0014,95,1.4751,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,3,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium ethyl sulfate
mnPsY,313.2,0.002,95,1.4752,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,3,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium ethyl sulfate
