setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
WZmzE,0.0544,298.15,101,1.4268,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.1016,298.15,101,1.4274,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.1492,298.15,101,1.4277,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.1941,298.15,101,1.4278,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.2686,298.15,101,1.4278,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.3215,298.15,101,1.4277,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.3932,298.15,101,1.4273,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.5108,298.15,101,1.4265,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.6016,298.15,101,1.4257,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.6657,298.15,101,1.425,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.6998,298.15,101,1.4247,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.8304,298.15,101,1.4235,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
WZmzE,0.9551,298.15,101,1.4223,Iglesias-Otero et al. (2008a),Refractive index,Liquid,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
