setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NUERl,293.15,0.0081,101,1.4993,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,293.15,0.0102,101,1.4968,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,293.15,0.0121,101,1.4944,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,293.15,0.014,101,1.4918,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,293.15,0.0161,101,1.4896,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,298.15,0.0081,101,1.4982,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,298.15,0.0102,101,1.4954,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,298.15,0.0121,101,1.4928,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,298.15,0.014,101,1.4907,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,298.15,0.0161,101,1.4879,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,303.15,0.0081,101,1.497,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,303.15,0.0102,101,1.4941,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,303.15,0.0121,101,1.4916,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,303.15,0.014,101,1.4895,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,303.15,0.0161,101,1.4869,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,308.15,0.0081,101,1.4955,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,308.15,0.0102,101,1.4927,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,308.15,0.0121,101,1.4907,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,308.15,0.014,101,1.4884,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,308.15,0.0161,101,1.4858,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,313.15,0.0081,101,1.4943,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,313.15,0.0102,101,1.4915,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,313.15,0.0121,101,1.4893,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,313.15,0.014,101,1.4872,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,313.15,0.0161,101,1.4845,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,318.15,0.0081,101,1.4931,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,318.15,0.0102,101,1.4904,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,318.15,0.0121,101,1.4879,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,318.15,0.014,101,1.4855,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,318.15,0.0161,101,1.4832,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,323.15,0.0081,101,1.4917,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,323.15,0.0102,101,1.4888,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,323.15,0.0121,101,1.4864,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,323.15,0.014,101,1.4838,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
NUERl,323.15,0.0161,101,1.4814,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AApAci,CCCC[n+]1ccn(C)c1.NCC(=O)[O-],1-butyl-3-methylimidazolium glycinate,,,,
