setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
AEOSc,288.15,0,101,1.3316,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.0136,101,1.3368,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.0283,101,1.3419,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.044,101,1.3466,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.0615,101,1.3515,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.101,101,1.3604,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.1485,101,1.3697,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.2073,101,1.3785,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.2817,101,1.3865,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
AEOSc,288.15,0.379,101,1.3937,Vercher et al. (2015),Refractive index,Liquid,AAGIBL,CO,methanol,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
