setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
uzasL,293,100,450,1.4745,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,293,100,532,1.4681,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,293,100,633,1.4634,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,293,100,964,1.4571,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,293,100,1551,1.4541,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,353,100,450,1.4578,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,353,100,532,1.4515,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,353,100,633,1.447,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,353,100,964,1.4409,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,353,100,1551,1.438,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,358.1,100,450,1.4564,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,358.1,100,532,1.4501,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,358.1,100,633,1.4456,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,358.1,100,964,1.4395,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,358.1,100,1551,1.4367,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,363,100,450,1.455,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
uzasL,363,100,532,1.4487,Mero et al. (2022),Refractive index,Liquid,ABpCgh,C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylammonium levulinate,,,,,,,
