setid,Mole fraction of propan-1-ol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GkfSb,0,101,298.15,1.47126,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.0516,101,298.15,1.4711,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.1063,101,298.15,1.4692,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.1942,101,298.15,1.467,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.3035,101,298.15,1.466,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.3995,101,298.15,1.4656,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.5025,101,298.15,1.4652,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.605,101,298.15,1.4629,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.7012,101,298.15,1.456,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.8005,101,298.15,1.4407,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.8997,101,298.15,1.4299,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,0.9501,101,298.15,1.4109,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
GkfSb,1,101,298.15,1.38304,Lee and Park (2012),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
