setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZrTZi,293.15,0,101.3,1.45951,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.097,101.3,1.45498,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.1808,101.3,1.45161,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.2945,101.3,1.44744,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.396,101.3,1.44415,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.5009,101.3,1.4409,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.6048,101.3,1.43793,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.7029,101.3,1.4354,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.8008,101.3,1.43299,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,293.15,0.8991,101.3,1.4309,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,298.15,0,101.3,1.45704,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,298.15,0.097,101.3,1.45274,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,298.15,0.1808,101.3,1.44957,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
ZrTZi,298.15,0.2945,101.3,1.44543,Master and Malek (2021b),Refractive index,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AATDWH,NC1CCCCC1,cyclohexylamine,,,,
