setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
yLrIc,288.15,101.325,1.43387,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,293.15,101.325,1.43243,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,298.15,101.325,1.43099,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,303.15,101.325,1.42955,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,308.15,101.325,1.42812,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,313.15,101.325,1.42668,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,318.15,101.325,1.42524,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,323.15,101.325,1.42381,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,328.15,101.325,1.42237,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
yLrIc,333.15,101.325,1.42093,Rodrigues et al. (2016),Refractive index,Liquid,ABfwRJ,CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-1-methylpiperidinium bis((trifluoromethyl)sulfonyl)imide,,,,,,,
