setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MPTuz,298.15,101.325,1.46466,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,303.15,101.325,1.46311,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,308.15,101.325,1.4615,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,313.15,101.325,1.4599,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,318.15,101.325,1.45826,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,323.15,101.325,1.45671,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,328.15,101.325,1.45514,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,333.15,101.325,1.45357,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,338.15,101.325,1.452,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
MPTuz,343.15,101.325,1.45044,Verdia et al. (2014),Refractive index,Liquid,ABpcXv,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide",,,,,,,
