setid,Mole fraction of 2-methoxy-2-methylbutane,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
lqnhR,0,101,298.15,1.47126,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.048,101,298.15,1.4694,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.1078,101,298.15,1.4687,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.2021,101,298.15,1.464,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.2989,101,298.15,1.4622,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.4172,101,298.15,1.462,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.5019,101,298.15,1.4609,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.5991,101,298.15,1.4594,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.7036,101,298.15,1.4453,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.7996,101,298.15,1.428,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.9,101,298.15,1.4239,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,0.95,101,298.15,1.409,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
lqnhR,1,101,298.15,1.38589,Lee and Park (2012),Refractive index,Liquid,AAThNW,CCC(C)(C)OC,2-methoxy-2-methylbutane,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",,,,
