setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YCdQp,0.0536,101,298.15,1.4448,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.0536,101,298.15,1.4448,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.1135,101,298.15,1.443,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.1516,101,298.15,1.4418,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.2101,101,298.15,1.4401,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.2817,101,298.15,1.4381,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.3528,101,298.15,1.4359,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.3528,101,298.15,1.4359,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.4042,101,298.15,1.4345,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.4626,101,298.15,1.433,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.5254,101,298.15,1.4314,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.5466,101,298.15,1.4309,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.5955,101,298.15,1.4296,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.6786,101,298.15,1.4276,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.7863,101,298.15,1.4255,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
YCdQp,0.9028,101,298.15,1.4234,Iglesias-Otero et al. (2007),Refractive index,Liquid,AAVlJf,ClCCCCl,"1,3-dichloropropane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
