setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
PUlcd,288.15,0.05083,101,1.37625,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.09991,101,1.38561,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.15153,101,1.39328,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.19981,101,1.39836,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.29968,101,1.40796,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.4003,101,1.41462,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.49575,101,1.42026,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.59503,101,1.42444,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.69617,101,1.42797,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.79544,101,1.43089,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.8385,101,1.43234,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.89772,101,1.43347,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,288.15,0.9466,101,1.43451,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.05083,101,1.37116,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.09991,101,1.38057,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.15153,101,1.38873,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.19981,101,1.39419,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.29968,101,1.40429,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.4003,101,1.4112,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.49575,101,1.41695,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.59503,101,1.42123,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.69617,101,1.42488,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.79544,101,1.42794,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
PUlcd,298.15,0.8385,101,1.42944,Vercher et al. (2010a),Refractive index,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
