setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XZraC,298.15,0,100,1.38488,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.102,100,1.40022,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.199,100,1.40992,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.301,100,1.41591,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.405,100,1.41962,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.5,100,1.42177,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.604,100,1.42411,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.702,100,1.42628,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.799,100,1.42805,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,0.901,100,1.43025,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,298.15,1,100,1.43253,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0,100,1.37985,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.102,100,1.39681,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.199,100,1.40684,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.301,100,1.41342,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.405,100,1.41719,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.5,100,1.41911,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
XZraC,308.15,0.604,100,1.42168,Vaid et al. (2016),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
