setid,Weight fraction of heptane,Weight fraction of ethanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ufinQ,0.055,0.568,313.15,101,1.37125,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.082,0.551,313.15,101,1.37127,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.098,0.633,313.15,101,1.36681,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.11,0.843,313.15,101,1.35685,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.111,0.534,313.15,101,1.37127,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.148,0.598,313.15,101,1.36711,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.153,0.676,313.15,101,1.36336,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.158,0.759,313.15,101,1.35961,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.164,0.792,313.15,101,1.35793,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.198,0.563,313.15,101,1.36751,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.205,0.635,313.15,101,1.364,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.211,0.711,313.15,101,1.36048,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.219,0.74,313.15,101,1.35901,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.254,0.595,313.15,101,1.36466,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.265,0.662,313.15,101,1.36146,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.271,0.691,313.15,101,1.36005,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.313,0.619,313.15,101,1.36241,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.321,0.644,313.15,101,1.36107,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.367,0.57,313.15,101,1.36336,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.373,0.594,313.15,101,1.36213,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.418,0.524,313.15,101,1.36437,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.475,0.498,313.15,101,1.36433,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
ufinQ,0.525,0.45,313.15,101,1.36536,Seoane et al. (2012c),Refractive index,Liquid,AAIsrh,CCO,ethanol,AATOnt,CCCCCCC,heptane,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,
