setid,"Temperature, K","Mole fraction of N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gjKBw,288.15,0.8,101.3,1.4124,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,288.15,1,101.3,1.4076,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,0,101.3,1.4284,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,0.2,101.3,1.4246,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,0.4,101.3,1.4202,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,0.6,101.3,1.4156,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,0.8,101.3,1.411,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,293.15,1,101.3,1.4062,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,0,101.3,1.4269,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,0.2,101.3,1.4231,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,0.4,101.3,1.4188,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,0.6,101.3,1.4143,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,0.8,101.3,1.4097,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,298.15,1,101.3,1.4049,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,0,101.3,1.4256,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,0.2,101.3,1.4218,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,0.4,101.3,1.4174,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,0.6,101.3,1.4129,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,0.8,101.3,1.4083,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,303.15,1,101.3,1.4036,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,0,101.3,1.4242,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,0.2,101.3,1.4204,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,0.4,101.3,1.4161,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,0.6,101.3,1.4116,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,0.8,101.3,1.407,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,308.15,1,101.3,1.4022,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,0,101.3,1.4228,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,0.2,101.3,1.4191,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,0.4,101.3,1.4147,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,0.6,101.3,1.4102,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,0.8,101.3,1.4056,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,313.15,1,101.3,1.4009,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,0,101.3,1.4214,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,0.2,101.3,1.4177,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,0.4,101.3,1.4133,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,0.6,101.3,1.4089,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,0.8,101.3,1.4043,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,318.15,1,101.3,1.3996,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,0,101.3,1.42,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,0.2,101.3,1.4163,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,0.4,101.3,1.412,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,0.6,101.3,1.4076,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,0.8,101.3,1.403,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,323.15,1,101.3,1.3983,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,328.15,0,101.3,1.4187,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
gjKBw,328.15,0.2,101.3,1.415,Seki et al. (2019),Refractive index,Liquid,ABVbjk,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",ABdMCc,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,,,,
