setid,"Temperature, K","Pressure, kPa",Mole fraction of tetrabutylammonium hydrogen sulfate,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
TWMjg,293.15,86,0.5,1.46925,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,298.15,86,0.5,1.46802,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,303.15,86,0.5,1.46667,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,308.15,86,0.5,1.46533,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,313.15,86,0.5,1.46399,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,318.15,86,0.5,1.46267,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,323.15,86,0.5,1.46135,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,328.15,86,0.5,1.46002,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
TWMjg,333.15,86,0.5,1.4587,Omar and Sadeghi (2020c),Refractive index,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAZoeL,O=C(O)COCC(=O)O,"2,2'-oxydiacetic acid",,,,
