setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
oHUEX,293.15,0,101,1.33693,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.1,101,1.38272,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.2,101,1.3991,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.295,101,1.40761,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.4016,101,1.41358,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.5002,101,1.41743,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.5963,101,1.42022,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.6997,101,1.42207,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.8014,101,1.4237,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,0.8988,101,1.42561,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,293.15,1,101,1.42592,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,298.15,0,101,1.33607,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,298.15,0.1,101,1.38145,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,298.15,0.2,101,1.39788,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,298.15,0.295,101,1.40608,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
oHUEX,298.15,0.4016,101,1.41195,Taib and Murugesan (2012),Refractive index,Liquid,AADYJk,O,water,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
