setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Lcwvs,293.15,0,101,1.37879,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.0006,101,1.37993,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.0012,101,1.3804,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.0029,101,1.3813,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.7074,101,1.47023,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.7983,101,1.47479,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.9284,101,1.48045,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,0.9743,101,1.48218,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,293.15,1,101,1.48392,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0,101,1.37618,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.0006,101,1.3772,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.0012,101,1.37762,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.0029,101,1.37841,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.7074,101,1.46925,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.7983,101,1.47366,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.9284,101,1.47914,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,0.9743,101,1.48086,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,298.15,1,101,1.4827,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0,101,1.37355,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.0006,101,1.37467,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.0012,101,1.37513,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.0029,101,1.376,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.7074,101,1.46782,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.7983,101,1.47229,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.9284,101,1.47781,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,0.9743,101,1.47945,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
Lcwvs,303.15,1,101,1.48129,Pereiro and Rodriguez (2007a),Refractive index,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
