setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
dHRlz,282.959,0.126,100,1.5213,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,282.994,1,100,1.4329,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,282.996,0,100,1.5612,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,282.998,0.012,100,1.5566,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,283.051,0.203,100,1.5043,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,284.259,1,100,1.4324,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,284.387,0.098,100,1.5279,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,284.401,0,100,1.5605,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,284.67,0.012,100,1.5558,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,284.887,0.126,100,1.5204,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,285.056,0.203,100,1.5035,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
