setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
dHRlz,285.533,0.098,100,1.5273,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,285.754,0,100,1.5598,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,285.796,1,100,1.432,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,286.574,0.012,100,1.5548,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,286.908,1,100,1.4317,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,286.956,0,100,1.5591,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,286.981,0.126,100,1.5195,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,287.01,0.203,100,1.5027,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,287.59,0.098,100,1.5264,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,287.983,0,100,1.5585,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,288.054,1,100,1.4313,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,288.267,0.012,100,1.5539,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,288.665,0.085,100,1.5295,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,288.987,0,100,1.558,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,289.115,0.126,100,1.5186,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,289.174,1,100,1.431,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,289.175,0.203,100,1.5018,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,289.79,0.085,100,1.529,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,289.81,0.098,100,1.5254,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,290.113,0,100,1.5574,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,290.218,1,100,1.4307,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,290.227,0.012,100,1.5529,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,290.812,0.085,100,1.5286,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,290.87,0.026,100,1.5473,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.093,0.203,100,1.501,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.142,0.126,100,1.5177,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.22,0,100,1.5568,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.276,1,100,1.4304,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.338,0.012,100,1.5524,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.486,0.075,100,1.5311,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,291.71,0.098,100,1.5245,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.032,0.026,100,1.5467,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.143,0.085,100,1.5279,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.209,0.075,100,1.5307,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.212,0.126,100,1.5172,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.216,0.203,100,1.5005,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.295,0.012,100,1.5518,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.323,0,100,1.5563,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,292.375,1,100,1.4301,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.006,0.085,100,1.5276,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.102,0.026,100,1.5461,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.222,0.203,100,1.5001,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.223,0.126,100,1.5167,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.323,0,100,1.5557,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.347,0.041,100,1.5407,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.349,0.06,100,1.5348,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.387,0.012,100,1.5513,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.389,1,100,1.4298,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.496,0.075,100,1.5301,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.74,0.098,100,1.5236,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,293.929,0.085,100,1.5271,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,294.221,0.026,100,1.5456,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,294.446,0.041,100,1.5401,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,294.491,0.06,100,1.5343,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,294.543,0.075,100,1.5296,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.101,0.085,100,1.5266,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.101,0.098,100,1.523,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.324,0.026,100,1.545,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.656,0.06,100,1.5337,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.82,0.041,100,1.5394,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,295.84,0.075,100,1.529,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,296.657,0.026,100,1.5543,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,296.857,0.06,100,1.5331,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,297.105,0.041,100,1.5388,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,297.16,0.075,100,1.5284,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,297.944,0.06,100,1.5325,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,298.487,0.041,100,1.5381,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
dHRlz,298.644,0.026,100,1.5433,Tao et al. (2016),Refractive index,Liquid,AAeKrl,Brc1ccccc1,bromobenzene,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
