setid,Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NZJND,0.2,298.15,101,1.5003,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.3,298.15,101,1.4935,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.4,298.15,101,1.488,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.5,298.15,101,1.4871,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.6,298.15,101,1.487,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.7,298.15,101,1.4784,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
NZJND,0.8,298.15,101,1.4783,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
