setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
AOnDD,303.15,0.3191,100,1.44988,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.4048,100,1.4451,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.51,100,1.44028,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.5945,100,1.43699,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.7171,100,1.43286,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.8383,100,1.42932,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.9084,100,1.42747,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,1,100,1.42523,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0,100,1.48218,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.1242,100,1.46414,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.22,100,1.45525,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.3191,100,1.44835,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.4048,100,1.44359,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.51,100,1.43881,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.5945,100,1.43554,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.7171,100,1.43142,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.8383,100,1.42789,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,0.9084,100,1.426,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,308.15,1,100,1.42374,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0,100,1.48033,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.1242,100,1.46253,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.22,100,1.4537,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.3191,100,1.44683,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.4048,100,1.44209,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.51,100,1.43733,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.5945,100,1.43407,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.7171,100,1.42997,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.8383,100,1.42645,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,0.9084,100,1.42456,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,313.15,1,100,1.42225,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0,100,1.47841,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.1242,100,1.46087,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.22,100,1.45212,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.3191,100,1.44527,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.4048,100,1.44057,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.51,100,1.43584,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.5945,100,1.43261,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.7171,100,1.42853,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.8383,100,1.42499,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,0.9084,100,1.42312,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,318.15,1,100,1.42076,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0,100,1.47649,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.1242,100,1.4592,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.22,100,1.45051,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.3191,100,1.44369,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.4048,100,1.43902,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.51,100,1.43432,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.5945,100,1.4311,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.7171,100,1.42704,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.8383,100,1.42352,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,0.9084,100,1.42164,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,323.15,1,100,1.41923,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
