setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
AOnDD,298.15,0,100,1.48591,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.1242,100,1.46742,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.22,100,1.45836,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.3191,100,1.45142,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.4048,100,1.44661,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.51,100,1.44176,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.5945,100,1.43844,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.7171,100,1.4343,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.8383,100,1.43075,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,0.9084,100,1.42892,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,298.15,1,100,1.42671,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0,100,1.48403,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.1242,100,1.46576,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
AOnDD,303.15,0.22,100,1.45679,Srinivasa Krishna et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
