setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FcqPM,0.0503,101,298.15,1.348,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.0993,101,298.15,1.3636,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.1517,101,298.15,1.371,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.1969,101,298.15,1.3768,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.3024,101,298.15,1.3872,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.3531,101,298.15,1.3892,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.4106,101,298.15,1.3941,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.451,101,298.15,1.3961,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.502,101,298.15,1.3986,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.6015,101,298.15,1.4015,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.7082,101,298.15,1.4045,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.7989,101,298.15,1.4066,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
FcqPM,0.8889,101,298.15,1.4078,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AAGIBL,CO,methanol,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
