setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gxObE,298.15,0,100,1.48591,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.102,100,1.47414,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.1951,100,1.46433,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.3046,100,1.45472,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.3886,100,1.4487,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.5262,100,1.44033,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.6185,100,1.43543,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.69,100,1.43222,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.7844,100,1.4283,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
gxObE,298.15,0.8861,100,1.42468,Govardhana Rao et al. (2016),Refractive index,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
