setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HKjsW,293,100,450,1.4844,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,293,100,532,1.4772,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,293,100,633,1.472,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,293,100,964,1.4651,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,293,100,1551,1.4618,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,353,100,450,1.466,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,353,100,532,1.4591,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,353,100,633,1.4541,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,353,100,964,1.4473,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,353,100,1551,1.4442,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,358.1,100,450,1.4645,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,358.1,100,532,1.4576,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,358.1,100,633,1.4526,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,358.1,100,964,1.4459,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,358.1,100,1551,1.4427,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,363,100,450,1.463,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,363,100,532,1.456,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,363,100,633,1.4511,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,363,100,964,1.4444,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,363,100,1551,1.4412,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,368.1,100,450,1.4614,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,368.1,100,532,1.4545,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,368.1,100,633,1.4495,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,368.1,100,964,1.4429,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,368.1,100,1551,1.4397,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
HKjsW,373,100,450,1.4599,Mero et al. (2022),Refractive index,Liquid,ABsPfl,C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,methyltrioctylphosphonium levulinate,,,,,,,
