setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nhzyE,293.15,0,100,1.533,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.0502,100,1.527,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.1082,100,1.519,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.1993,100,1.507,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.2995,100,1.492,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.4021,100,1.478,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.5011,100,1.466,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.5997,100,1.456,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.7001,100,1.449,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.805,100,1.44,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.906,100,1.429,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,0.9584,100,1.421,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,293.15,1,100,1.414,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0,100,1.528,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.0502,100,1.522,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.1082,100,1.515,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.1993,100,1.503,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.2995,100,1.488,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.4021,100,1.474,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.5011,100,1.463,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.5997,100,1.454,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.7001,100,1.446,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.805,100,1.437,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.906,100,1.426,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,0.9584,100,1.419,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,303.15,1,100,1.412,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0,100,1.523,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0.0502,100,1.518,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0.1082,100,1.51,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0.1993,100,1.498,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0.2995,100,1.484,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
nhzyE,313.15,0.4021,100,1.471,Bahadur et al. (2016b),Refractive index,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
