setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EIoqb,0.165,298.15,101,1.4687,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,303.15,101,1.4673,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,308.15,101,1.466,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,313.15,101,1.4648,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,318.15,101,1.4637,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,323.15,101,1.462,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,328.15,101,1.4608,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,333.15,101,1.4595,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,338.15,101,1.458,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.165,343.15,101,1.4565,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,283.15,101,1.468,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,288.15,101,1.4667,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,293.15,101,1.4655,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,298.15,101,1.464,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,303.15,101,1.4627,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,308.15,101,1.4615,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,313.15,101,1.46,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,318.15,101,1.4587,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,323.15,101,1.457,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,328.15,101,1.456,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,333.15,101,1.4545,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,338.15,101,1.4532,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.291,343.15,101,1.4518,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,283.15,101,1.4625,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,288.15,101,1.4612,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,293.15,101,1.4595,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,298.15,101,1.458,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,303.15,101,1.4568,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,308.15,101,1.4555,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.401,313.15,101,1.454,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.479,283.15,101,1.459,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.479,288.15,101,1.4575,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.479,293.15,101,1.4563,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.479,298.15,101,1.455,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
EIoqb,0.479,303.15,101,1.4535,Mokhtarani et al. (2008),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAtunD,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium perchlorate,,,,
