setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OSvRD,313.15,0.9461,101,1.39076,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,1,101,1.36846,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0,101,1.48821,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.0466,101,1.48622,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.0896,101,1.48449,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.1849,101,1.48012,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.2967,101,1.47391,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.4039,101,1.46727,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.5056,101,1.45892,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.6018,101,1.45002,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.6997,101,1.43809,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.8066,101,1.42034,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.892,101,1.40098,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,0.9461,101,1.38454,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,328.15,1,101,1.36145,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
