setid,"Temperature, K",Mole fraction of propan-2-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OSvRD,298.15,0,101,1.49681,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.0466,101,1.49494,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.0896,101,1.49327,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.1849,101,1.48899,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.2967,101,1.48321,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.4039,101,1.47614,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.5056,101,1.46842,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.6018,101,1.45947,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.6997,101,1.44786,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.8066,101,1.43078,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.892,101,1.41191,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,0.9461,101,1.39615,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,298.15,1,101,1.37507,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0,101,1.49248,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.0466,101,1.49057,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.0896,101,1.48892,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.1849,101,1.48451,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.2967,101,1.47867,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.4039,101,1.4716,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.5056,101,1.46382,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.6018,101,1.45505,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.6997,101,1.44323,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.8066,101,1.42556,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
OSvRD,313.15,0.892,101,1.40663,Gonzalez et al. (2013b),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
