setid,"Temperature, K",Mole fraction of 3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fGVHS,293.15,0.8593,101,1.52627,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,293.15,0.9321,101,1.52887,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,293.15,1,101,1.5307,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0,101,1.35929,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.0523,101,1.39377,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.1045,101,1.42055,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.2014,101,1.45095,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.2925,101,1.47115,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.4024,101,1.48876,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.4781,101,1.49785,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.578,101,1.50797,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.6822,101,1.5158,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.7926,101,1.52243,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.8593,101,1.52492,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,0.9321,101,1.52765,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,298.15,1,101,1.52952,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0,101,1.35709,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.0523,101,1.3915,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.1045,101,1.41886,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.2014,101,1.44938,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.2925,101,1.46975,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.4024,101,1.48736,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.4781,101,1.49659,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.578,101,1.50653,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.6822,101,1.51439,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.7926,101,1.52104,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.8593,101,1.52354,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,0.9321,101,1.52641,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,303.15,1,101,1.52835,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0,101,1.35474,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.0523,101,1.38921,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.1045,101,1.41713,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.2014,101,1.44773,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.2925,101,1.4683,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.4024,101,1.48601,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.4781,101,1.49512,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.578,101,1.50495,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.6822,101,1.51288,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.7926,101,1.51952,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.8593,101,1.52195,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,0.9321,101,1.52511,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,308.15,1,101,1.52718,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0,101,1.35244,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.0523,101,1.38676,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.1045,101,1.41538,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.2014,101,1.44615,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.2925,101,1.46681,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.4024,101,1.48464,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.4781,101,1.49378,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.578,101,1.50348,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.6822,101,1.51147,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.7926,101,1.51817,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.8593,101,1.52055,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,0.9321,101,1.52381,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,313.15,1,101,1.52607,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0,101,1.35004,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.0523,101,1.38461,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.1045,101,1.41356,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.2014,101,1.44444,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.2925,101,1.46525,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.4024,101,1.48319,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.4781,101,1.49233,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.578,101,1.502,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.6822,101,1.51006,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.7926,101,1.51668,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.8593,101,1.51948,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,0.9321,101,1.52256,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,318.15,1,101,1.52495,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0,101,1.34758,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.0523,101,1.38218,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.1045,101,1.41168,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.2014,101,1.4427,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.2925,101,1.4637,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.4024,101,1.4817,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.4781,101,1.49081,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.578,101,1.50053,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.6822,101,1.50868,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.7926,101,1.51528,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.8593,101,1.51823,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,0.9321,101,1.52101,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
fGVHS,323.15,1,101,1.52371,Taib et al. (2012),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABDCBp,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide,,,,
