setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
AnVWN,353.15,101,450,1.4561,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,353.15,101,532,1.4494,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,353.15,101,632.8,1.4446,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,353.15,101,964,1.4381,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,353.15,101,1551,1.4338,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,363.15,101,450,1.4534,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,363.15,101,532,1.447,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,363.15,101,632.8,1.4423,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,363.15,101,964,1.436,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,363.15,101,1551,1.4315,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,373.15,101,450,1.4509,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,373.15,101,532,1.4443,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,373.15,101,632.8,1.4398,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,373.15,101,964,1.4334,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,373.15,101,1551,1.4291,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,383.15,101,450,1.4485,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,383.15,101,532,1.4415,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,383.15,101,632.8,1.4373,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,383.15,101,964,1.4313,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,383.15,101,1551,1.4272,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,393.15,101,450,1.446,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,393.15,101,532,1.4396,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,393.15,101,632.8,1.4352,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,393.15,101,964,1.429,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,393.15,101,1551,1.4249,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,403.15,101,450,1.4435,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,403.15,101,532,1.4375,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,403.15,101,632.8,1.4327,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,403.15,101,964,1.4269,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,403.15,101,1551,1.4228,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,413.15,101,450,1.4412,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,413.15,101,532,1.4355,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,413.15,101,632.8,1.4306,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,413.15,101,964,1.4246,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,413.15,101,1551,1.4205,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,423.15,101,450,1.4389,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,423.15,101,532,1.433,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,423.15,101,632.8,1.4285,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,423.15,101,964,1.4225,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,423.15,101,1551,1.4188,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,433.15,101,450,1.4374,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,433.15,101,532,1.4319,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,433.15,101,632.8,1.4274,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,433.15,101,964,1.4211,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
AnVWN,433.15,101,1551,1.418,Chiappe et al. (2017),Refractive index,Liquid,ABELQi,CCCCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-hexyl-3-methylimidazolium dimethyl phosphate,,,,,,,
