setid,"Solvent: MolaLity of 1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vIJom,0.0989,0,298.2,87,1.3401,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.0995,298.2,87,1.3415,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.1477,298.2,87,1.3422,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.1959,298.2,87,1.3429,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.2457,298.2,87,1.3436,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.2933,298.2,87,1.3443,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.3525,298.2,87,1.3451,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.0989,0.3949,298.2,87,1.3457,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0,298.2,87,1.3465,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
vIJom,0.2002,0.0984,298.2,87,1.3474,Shekaari et al. (2019b),Refractive index,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water,
