setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rXohd,298.15,0,100,1.4058,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.1002,100,1.4371,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.2001,100,1.4628,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.3007,100,1.4848,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.3992,100,1.5015,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.5001,100,1.5142,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.5986,100,1.5224,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.7001,100,1.5292,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.8005,100,1.5351,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,0.9002,100,1.5399,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,298.15,1,100,1.5452,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0,100,1.4047,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.1002,100,1.4367,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.2001,100,1.4624,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.3007,100,1.4844,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.3992,100,1.501,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.5001,100,1.5138,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.5986,100,1.5221,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.7001,100,1.5288,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.8005,100,1.5346,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,0.9002,100,1.5393,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,303.15,1,100,1.5441,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0,100,1.4029,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.1002,100,1.4357,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.2001,100,1.4616,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.3007,100,1.4834,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.3992,100,1.5,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.5001,100,1.5127,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.5986,100,1.5212,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.7001,100,1.5279,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.8005,100,1.5337,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,0.9002,100,1.5382,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,308.15,1,100,1.5421,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0,100,1.4016,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.1002,100,1.4352,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.2001,100,1.4612,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.3007,100,1.4831,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.3992,100,1.4998,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.5001,100,1.5125,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.5986,100,1.5209,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.7001,100,1.5275,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.8005,100,1.5334,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,0.9002,100,1.5379,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
rXohd,313.15,1,100,1.5413,Devi et al. (2024),Refractive index,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,,
