setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NnGey,353.15,101,450,1.4761,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,353.15,101,532,1.4699,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,353.15,101,632.8,1.4644,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,353.15,101,964,1.4592,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,353.15,101,1551,1.4544,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,363.15,101,450,1.4751,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,363.15,101,532,1.4684,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,363.15,101,632.8,1.4637,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,363.15,101,964,1.4575,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,363.15,101,1551,1.4528,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,373.15,101,450,1.4744,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,373.15,101,532,1.4669,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,373.15,101,632.8,1.4611,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,373.15,101,964,1.455,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,373.15,101,1551,1.4515,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
NnGey,383.15,101,450,1.4728,Chiappe et al. (2017),Refractive index,Liquid,AAqlaB,COP(=O)([O-])OC.Cn1cc[n+](C)c1,"1,3-dimethylimidazolium dimethyl phosphate",,,,,,,
