setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
xiTTW,0.0018,293.15,100,1.4927,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,298.15,100,1.4915,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,303.15,100,1.4902,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,308.15,100,1.489,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,313.15,100,1.4877,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,318.15,100,1.4865,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,323.15,100,1.4853,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,328.15,100,1.4841,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,333.15,100,1.4831,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
xiTTW,0.0018,338.15,100,1.4816,Song et al. (2021),Refractive index,Liquid,AAygfU,CCCCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-amylpyridinium trifluoroacetate,AADYJk,O,water,,,,
