setid,"MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ErpjE,0.0401,0.1327,298.15,100,1.4333,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0422,0.091,298.15,100,1.4308,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0451,0.1768,298.15,100,1.4342,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0468,0,298.15,100,1.429,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.06,0,298.15,100,1.4295,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0637,0.091,298.15,100,1.4319,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0653,0.1327,298.15,100,1.4336,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0653,0.1768,298.15,100,1.4346,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0657,0.0471,298.15,100,1.4303,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0797,0,298.15,100,1.4297,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0798,0.0471,298.15,100,1.4311,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.08,0.091,298.15,100,1.4323,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0803,0.1768,298.15,100,1.4352,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.0876,0.1327,298.15,100,1.4343,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1002,0,298.15,100,1.43,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1027,0.091,298.15,100,1.4326,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1033,0.1327,298.15,100,1.4346,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1044,0.0471,298.15,100,1.4315,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1061,0.1768,298.15,100,1.4355,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1214,0.091,298.15,100,1.433,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1216,0,298.15,100,1.4303,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1241,0.1327,298.15,100,1.4354,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1248,0.1768,298.15,100,1.4359,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1268,0.0471,298.15,100,1.4318,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1376,0.0471,298.15,100,1.4323,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1392,0.091,298.15,100,1.4338,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1403,0.1327,298.15,100,1.4359,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.141,0,298.15,100,1.4307,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1419,0.1768,298.15,100,1.4363,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1572,0.091,298.15,100,1.4343,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1598,0.1768,298.15,100,1.4367,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1613,0.1327,298.15,100,1.4361,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1621,0,298.15,100,1.431,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1626,0.0471,298.15,100,1.4326,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1781,0,298.15,100,1.4312,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1798,0.0471,298.15,100,1.433,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1802,0.1327,298.15,100,1.4365,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1842,0.091,298.15,100,1.4348,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1879,0.1768,298.15,100,1.4369,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.1999,0.1327,298.15,100,1.4369,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.2005,0.091,298.15,100,1.4351,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.2012,0,298.15,100,1.432,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.2058,0.0471,298.15,100,1.4334,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
ErpjE,0.2079,0.1768,298.15,100,1.4375,Shekaari et al. (2015a),Refractive index,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,
